,lyrics,title
80,"[Verse 1: Macklemore]You know I'm back like I never leftAnother sprint, another stepAnother day, another breathBeen chasing dreams, but I never sleptI got a new attitude and a lease on lifeAnd some peace of mindSeek and I find I can sleep when I dieWanna piece of the pie, grab the keys to the rideAnd shit I'm straightI'm on my wave, I'm on my waveGet out my wake, I'm running late, what can I say?I heard you die twice, once when they bury you in the graveAnd the second time is the last time that somebody mentions your nameSo when I leave here on this earth, did I take more than I gave?Did I look out for the people or did I do it all for fame?Legend it's exodus searching for euphoriaTrudging through the mud to find the present, no ignoring usGot 20,000 deep off in the street like we some warriorsMy mama told me never bow your head, woo![Chorus: Skylar Grey]I feel glorious, gloriousGot a chance to start againI was born for this, born for thisIt's who I am, how could I forget?I made it through the darkest part of the nightAnd now I see the sunriseNow I feel glorious, gloriousI feel glorious, glorious[Verse 2: Macklemore]I'm feeling gloriousThe crib looking Victorian (oh yes it is)You know that we been going inSince we hopped out that Delorean (Delorean, yeah we win)En garde, things are just thingsThey don't make you who you areCan't pack up a U-Haul and take it with you when you're goneWe posted on the porch, my family's glasses to the starsMy grandma smiling down on me like woo, that boy got barsOkay, okay, yes I doI said amen and hallelujah, let me testify tooAnother morning, a morning, don't let self get in my wayI got my breath, I got my faith and I remember why I came[Chorus: Skylar Grey]I feel glorious, gloriousGot a chance to start againI was born for this, born for thisIt's who I am, how could I forget?I made it through the darkest part of the nightAnd now I see the sunriseNow I feel glorious, gloriousI feel glorious, glorious[Bridge: Skylar Grey]We gon' be alright, put that on my lifeWhen I open my eyes, hope I see you shineWe're planting a flag they don't understandThe world is up for grabsWe gon' be alright, put that on my lifeWhen I open my eyes, hope I see you shineWe're planting a flag they don't understandThe world is up for grabs[Chorus: Skylar Grey]I feel glorious, gloriousGot a chance to start againI was born for this, born for thisIt's who I am, how could I forget?I made it through the darkest part of the nightAnd now I see the sunriseNow I feel glorious, gloriousI feel glorious, glorious",glorious (feat. skylar grey)
81,"[Chorus]Send me your location, let'sFocus on communicating'Cause I just need the time and place to come through (place to come through)Send me your locationLet's ride the vibrationsI don't need nothing else but you[Verse 1]At times I wonder why I fool with youBut this is new to me, this is new to youInitially, I didn't wanna fall for youGather my attention it was all for you, so don'tTake advantage, don't leave my heart damagedTo understand that things go a little bit better when you plan it... oh[Chorus]Send me your location, let'sFocus on communicating'Cause I just need the time and place to come through (place to come through)Send me your locationLet's ride the vibrationsI don't need nothing else but you[Verse 2]I don't wanna fall in love off of subtweets, soLet's get personalI got a lot of cool spots that we can goTell me what's the move and I got youI'm only acting like this 'cause I like youJust give me the vibe to slide thenOh, I might make you mine by the night, and[Chorus]Send me your location, let'sFocus on communicating'Cause I just need the time and place to come through (place to come through)Send me your locationLet's ride the vibrationsI don't need nothing else but you[Outro]Ride, ride, ride, come and vibe with me tonightI don't need nothing else but you(I don't need nothing else but you)Ride, ride, ride, come and vibe with me tonightI don't need nothing else but youNothing else but youDo, do, do, do, do, doOh, oh, mmm, mmm, mmm, mmmOh, oh, ohOh, oh, oh, mmm, mmm, mmmDo, do, do, do, do, do, doDo, do, do, do, do, do, doI don't need nothing else but you",location
82,"[Intro: The Weeknd]Yeah, uh[Verse 1: The Weeknd]Tell me what you really likeBaby, I can take my timeWe don't ever have to fightJust take it step-by-stepI can see it in your eyes'Cause they never tell me liesI can feel that body shakeAnd the heat between your legs[Pre-Chorus: The Weeknd]You've been scared of love and what it did to youYou don't have to run, I know what you've been throughJust a simple touch and it can set you freeWe don't have to rush when you're alone with me[Chorus: The Weeknd]I feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babe[Verse 2: The Weeknd]You are not the single typeSo baby, this the perfect timeI'm just tryna get you high (I'm just tryna, babe)And faded off this touchYou don't need a lonely nightSo baby, I can make it rightYou just got to let me tryTo give you what you want[Pre-Chorus: The Weeknd]You've been scared of love and what it did to youYou don't have to run, I know what you've been throughJust a simple touch and it can set you freeWe don't have to rush when you're alone with me[Chorus: The Weeknd & Daft Punk]I feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babe[Pre-Chorus: The Weeknd]Hey! You've been scared of love and what it did to youYou don't have to run, I know what you've been throughJust a simple touch and it can set you freeWe don't have to rush when you're alone with me[Chorus: The Weeknd + Daft Punk]I feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI know what you feel right nowI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI know what you say right now, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI know what you say right now, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babeI feel it coming, I feel it coming, babe[Outro: Daft Punk]I feel it coming, babeI feel it coming, babeI feel it coming, babeI feel it coming, babe",i feel it coming
83,"[Verse 1]I'm tryna put you in the worst mood, ahP1 cleaner than your church shoes, ahMilli point two just to hurt you, ahAll red Lamb’ just to tease you, ahNone of these toys on lease too, ahMade your whole year in a week too, yahMain bitch out your league too, ahSide bitch out of your league too, ah[Pre-Chorus]House so empty, need a centerpiece20 racks a table cut from ebonyCut that ivory into skinny piecesThen she clean it with her face man I love my babyYou talking money, need a hearing aidYou talking bout me, I don't see the shadeSwitch up my style, I take any laneI switch up my cup, I kill any pain[Chorus]Look what you've doneI’m a motherfuckin' starboyLook what you've doneI'm a motherfuckin' starboy[Verse 2]Every day a nigga try to test me, ahEvery day a nigga try to end me, ahPull off in that Roadster SV, ahPockets overweight, gettin' hefty, ahComing for the king, that's a far cry, ahI come alive in the fall time, INo competition, I don't really listenI’m in the blue Mulsanne bumping New Edition[Pre-Chorus]House so empty, need a centerpiece20 racks a table cut from ebonyCut that ivory into skinny piecesThen she clean it with her face man I love my babyYou talking money, need a hearing aidYou talking bout me, I don’t see the shadeSwitch up my style, I take any laneI switch up my cup, I kill any pain[Chorus]Look what you've doneI’m a motherfuckin' starboyLook what you've doneI'm a motherfuckin’ starboy[Verse 3]Let a nigga brag PittLegend of the fall took the year like a banditBought mama a crib and a brand new wagonNow she hit the grocery shop looking lavishStar Trek roof in that Wraith of KhanGirls get loose when they hear this song100 on the dash get me close to GodWe don't pray for love, we just pray for cars[Pre-Chorus]House so empty, need a centerpiece20 racks a table cut from ebonyCut that ivory into skinny piecesThen she clean it with her face man I love my babyYou talking money, need a hearing aidYou talking 'bout me, I don't see the shadeSwitch up my style, I take any laneI switch up my cup, I kill any pain[Chorus]Look what you've doneI'm a motherfuckin' starboyLook what you've doneI'm a motherfuckin' starboyLook what you've doneI'm a motherfuckin' starboyLook what you've doneI'm a motherfuckin' starboy",starboy
84,"[Intro]One, one, one, one, one...[Verse 1]Talkin' in my sleep at night, makin' myself crazy(Out of my mind, out of my mind)Wrote it down and read it out, hopin' it would save me(Too many times, too many times)[Interlude]My love, he makes me feel like nobody else, nobody elseBut my love, he doesn't love me, so I tell myself, I tell myself[Pre-Chorus]One: Don't pick up the phoneYou know he's only callin' 'cause he's drunk and aloneTwo: Don't let him inYou'll have to kick him out againThree: Don't be his friendYou know you're gonna wake up in his bed in the morningAnd if you're under him, you ain't gettin' over him[Chorus]I got new rules, I count 'emI got new rules, I count 'emI gotta tell them to myselfI got new rules, I count 'emI gotta tell them to myself[Verse 2]I keep pushin' forwards, but he keeps pullin' me backwards(Nowhere to turn, no way)(Nowhere to turn, no)Now I'm standin' back from it, I finally see the pattern(I never learn, I never learn)[Interlude]But my love, he doesn't love me, so I tell myself, I tell myselfI do, I do, I do[Pre-Chorus]One: Don't pick up the phoneYou know he's only callin' 'cause he's drunk and aloneTwo: Don't let him inYou'll have to kick him out againThree: Don't be his friendYou know you're gonna wake up in his bed in the morningAnd if you're under him, you ain't gettin' over him[Chorus]I got new rules, I count 'emI got new rules, I count 'emI gotta tell them to myselfI got new rules, I count 'emI gotta tell them to myself[Bridge]Practice makes perfectI'm still tryna learn it by heart (I got new rules, I count 'em)Eat, sleep, and breathe itRehearse and repeat it, 'cause I... (I got new...)[Pre-Chorus]One: Don't pick up the phone (yeah)You know he's only callin' 'cause he's drunk and alone (alone)Two: Don't let him in (uh-ooh)You'll have to kick him out again (again)Three: Don't be his friendYou know you're gonna wake up in his bed in the morningAnd if you're under him, you ain't gettin' over him[Chorus]I got new rules, I count 'emI got new rules, I count 'em(Whoa-ooh, whoa-ooh, whoa)I gotta tell them to myselfI got new rules, I count 'em(Baby, you know I count 'em)I gotta tell them to myself[Outro]Don't let him in, don't let him inDon't, don't, don't, don't...Don't be his friend, don't be his friendDon't, don't, don't, don't...Don't let him in, don't let him inDon't, don't, don't, don't...Don't be his friend, don't be his friendDon't, don't, don't, don't...You're gettin' over him",new rules
85,"[Verse 1]I'm jealous, I'm overzealousWhen I'm down I get real downWhen I'm high I don't come downBut I get angry, baby, believe meI could love you just like thatAnd I can leave you just as fast[Pre-Chorus 1]But you don't judge me'Cause if you did, baby, I would judge you tooNo, you don't judge me'Cause if you did, baby, I would judge you too[Chorus]'Cause I got issues, but you got 'em tooSo give 'em all to me and I'll give mine to youBask in the glory, of all our problems'Cause we got the kind of love it takes to solve 'emYeah, I got issuesAnd one of them is how bad I need you[Verse 2]You do shit on purposeYou get mad and you break thingsFeel bad, try to fix thingsBut you're perfect, poorly wired circuitAnd got hands like an oceanPush you out, pull you back in[Pre-Chorus 2]'Cause you don't judge me'Cause if you did, baby, I would judge you tooNo, you don't judge me'Cause you see it from the same point of view[Chorus]'Cause I got issues, but you got 'em tooSo give 'em all to me and I'll give mine to youBask in the glory, of all our problems'Cause we got the kind of love it takes to solve 'emYeah, I got issuesAnd one of them is how bad I need you[Bridge]I got issues, you got 'em tooAnd one of them is how bad I need youI got issues, you got 'em too[Chorus]'Cause I got issues, but you got 'em tooSo give 'em all to me and I'll give mine to youBask in the glory, of all our problems'Cause we got the kind of love it takes to solve 'emYeah, I got issues (I got)And one of them is how bad I need you (You got 'em too)Yeah, I got issues (I got issues)And one of them is how bad I need you (You got 'em too)Yeah, I got issues (I got)And one of them is how bad I need you",issues
86,"[Verse 1]I've been staring at the edge of the waterLong as I can remember, never really knowing whyI wish I could be the perfect daughterBut I come back to the water, no matter how hard I try[Pre-Chorus 1]Every turn I take, every trail I trackEvery path I make, every road leads backTo the place I know, where I cannot goWhere I long to be[Chorus 1]See the line where the sky meets the sea? It calls meAnd no one knows, how far it goesIf the wind in my sail on the sea stays behind meOne day I'll know, if I go there's just no telling how far I'll go[Post-Chorus]Go-oh-oh-oh-oh-oh-oh-oh-oh-ohGo-oh-oh-oh-oh-oh-oh-oh-oh-ohGo-oh-oh-oh-oh-oh-oh-oh-oh-ohGo-oh-oh-oh-oh-oh-oh-oh-oh-oh[Verse 2]I know everybody on this island seems so happy on this islandEverything is by designI know everybody on this island has a role on this islandSo maybe I can roll with mine[Refrain 2]I can lead with pride, I can make us strongI'll be satisfied if I play alongBut the voice inside sings a different songWhat is wrong with me?[Chorus 2]See the light as it shines on the sea? It's blindingBut no one knows, how deep it goesAnd it seems like it's calling out to me, so come find meAnd let me know, what's beyond that line, will I cross that line?[Bridge]See the line where the sky meets the sea? It calls meAnd no one knows, how far it goesIf the wind in my sail on the sea stays behind meOne day I'll know, how far I'll go","how far i'll go   from ""moana"""
87,"[Verse 1]When I was six years old I broke my legI was running from my brother and his friendsAnd tasted the sweet perfume of the mountain grass I rolled downI was younger then, take me back to when I[Pre-Chorus]Found my heart and broke it hereMade friends and lost them through the yearsAnd I've not seen the roaring fields in so long, I know I've grownBut I can't wait to go home[Chorus]I'm on my wayDriving at 90 down those country lanesSinging to ""Tiny Dancer""And I miss the way you make me feel, and it's realWe watched the sunset over the castle on the hill[Verse 2]Fifteen years old and smoking hand-rolled cigarettesRunning from the law through the backfields and getting drunk with my friendsHad my first kiss on a Friday night, I don't reckon that I did it rightBut I was younger then, take me back to when[Pre-Chorus]We found weekend jobs, when we got paidWe'd buy cheap spirits and drink them straightMe and my friends have not thrown up in so long, oh how we've grownBut I can't wait to go home[Chorus]I'm on my wayDriving at 90 down those country lanesSinging to ""Tiny Dancer""And I miss the way you make me feel, and it's realWe watched the sunset over the castle on the hillOver the castle on the hillOver the castle on the hill[Bridge]One friend left to sell clothesOne works down by the coastOne had two kids but lives aloneOne's brother overdosedOne's already on his second wifeOne's just barely getting byBut these people raised meAnd I can't wait to go home[Chorus]And I'm on my way, I still rememberThese old country lanesWhen we did not know the answersAnd I miss the way you make me feel, it's realWe watched the sunset over the castle on the hillOver the castle on the hillOver the castle on the hill",castle on the hill
88,"[Verse 1: Andrew Taggart]Hey, I was doing just fine before I met youI drink too muchAnd that's an issue, but I'm okayHey, you tell your friendsIt was nice to meet themBut I hope I never see them again[Pre-Chorus: Andrew Taggart]I know it breaks your heartMoved to the city in a broke-down carAnd four years, no callsNow you're lookin' pretty in a hotel barAnd I-I-I can't stopNo, I-I-I can't stop[Chorus: Andrew Taggart]So, baby, pull me closerIn the backseat of your RoverThat I know you can't affordBite that tattoo on your shoulderPull the sheets right off the cornerOf the mattress that you stoleFrom your roommate back in BoulderWe ain't ever getting older[Post-Chorus: Andrew Taggart]We ain't ever getting olderWe ain't ever getting older[Verse 2: Halsey]You look as good as the day I met youI forget just why I left you, I was insaneStay and play that Blink-182 songThat we beat to death in Tucson, okay[Pre-Chorus: Halsey]I know it breaks your heartMoved to the city in a broke-down carAnd four years, no callNow I'm lookin' pretty in a hotel barAnd I-I-I can't stopNo, I-I-I can't stop[Chorus: Andrew Taggart & Halsey]So, baby, pull me closerIn the backseat of your RoverThat I know you can't affordBite that tattoo on your shoulderPull the sheets right off the cornerOf the mattress that you stoleFrom your roommate back in BoulderWe ain't ever getting older[Post-Chorus: Andrew Taggart & Halsey]We ain't ever getting olderWe ain't ever getting older[Chorus: Andrew Taggart & Halsey]So, baby, pull me closerIn the backseat of your RoverThat I know you can't affordBite that tattoo on your shoulderPull the sheets right off the cornerOf the mattress that you stoleFrom your roommate back in BoulderWe ain't ever getting older[Post-Chorus: Andrew Taggart & Halsey]We ain't ever getting older(No, we ain't ever getting older)We ain't ever getting older(No, we ain't ever getting older)We ain't ever getting older(We ain't ever getting older)We ain't ever getting older(No, we ain't ever getting older)(We ain't ever getting older)(No, we ain't ever getting older)",closer
89,"[Verse 1]Just stop your crying, it's a sign of the timesWelcome to the final showHope you're wearing your best clothesYou can't bribe the door on your way to the skyYou look pretty good down hereBut you ain't really good[Pre-Chorus]We never learn, we been here beforeWhy are we always stuck and running fromThe bullets? The bullets?We never learn, we been here beforeWhy are we always stuck and running fromThe bullets? The bullets?[Chorus]Just stop your crying, it's a sign of the timesWe gotta get away from hereWe gotta get away from hereJust stop your crying, it'll be alrightThey told me that the end is nearWe gotta get away from here[Verse 2]Just stop your crying, have the time of your lifeBreaking through the atmosphereAnd things are pretty good from hereRemember everything will be alrightWe can meet again somewhereSomewhere far away from here[Pre-Chorus]We never learn, we been here beforeWhy are we always stuck and running fromThe bullets? The bullets?We never learn, we been here beforeWhy are we always stuck and running fromThe bullets? The bullets?[Chorus]Just stop your crying, it's a sign of the timesWe gotta get away from hereWe gotta get away from hereStop your crying, baby, it'll be alrightThey told me that the end is nearWe gotta get away from here[Pre-Chorus]We never learn, we been here beforeWhy are we always stuck and running fromThe bullets? The bullets?We never learn, we been here beforeWhy are we always stuck and running fromThe bullets? The bullets?[Bridge]We don't talk enough, we should open upBefore it's all too muchWill we ever learn? We've been here beforeIt's just what we know[Outro]Stop your crying, baby, it's a sign of the timesWe gotta get away, we got to get awayWe got to get away, we got to get awayWe got to get awayWe got to, we got to, awayWe got to, we got to, awayWe got to, we got to, away",sign of the times
90,"[Intro: Frank Ocean]I mightEmpty my bank accountAnd buy that boy with a pipeBuy that boy with a pipeI might, I mightEmpty my bank accountAnd buy that boy with a pipeBuy that boy with a pipeI might[Chorus: Frank Ocean]Do you slide on all your nights like this?Do you try on all your nights like this? (I might)Put some spotlight on the slideWhatever comes, comes through clearDo you slide on all your nights like this?Do you try on all your nights like this? (I might)Put some spotlight on the sideAnd whatever comes, comes through clear[Verse 1: Frank Ocean]All this jewelry ain't no use when it's this darkIt's my favorite part, we see the lights, they got so farIt went too fast, we couldn't reach it with our armsWrist on a wrist, a link of charms, yeahLaying, we're still a link apartIt's like we could die here all youngLike we could dye hair all blondeIf we could see in twenty twinTwice we could see it 'til the end[Verse 2: Quavo]Put that spotlight on her face (spotlight)Put that spotlight on her face (ah, yeah)We gon' pipe up and turn up (pipe up)We gon' light up and burn up (burn up)Mama too hot like a (like what?)Mama too hot like a furnace (furnace)I got a hundred G's in my Goyard (G's)My diamonds gon' shine when the lights dark (shine)You and I take a ride down the boulevard (yeah)And your friends really wanna break us apartGood lord[Verse 3: Offset](Offset!) Good graciousStarin' at my diamonds while I'm hoppin' out a spaceshipNeed your information, take vacation to Malaysia (Info)You my baby, the paparazzi flashin' crazyShe swallowed the bottle while I sit back and smoke gelatoWalk in my mansion, twenty thousand painting, PicassoBitches be dippin', dabbin' with niggas like a nachoTook off her panties, diamonds dancin' like Rick RicardoShe havin' it, went to college, workin' on her bachelorI know you got a past, I got a past, that's in the back of usAverage, I'ma make a million on the averageI'm ridin' with no brain, bitch, I'm out of it[Chorus: Frank Ocean]Do you slide on all your nights like this?Do you try on all your nights like this? (I might)Put some spotlight on the slideWhatever comes, comes through clearDo you slide on all your nights like this?Do you try on all your nights like this?Put some spotlight on the sideAnd whatever comes, comes through clear (I might)[Outro: Frank Ocean]I might empty my bank account (ooh)And buy that boy with a pipe (ooh, yeah)Buy that boy with a pipeI might, I might (slide)Empty my bank account (ooh, slide)And buy that boy with a pipe (slide, yeah)(Do you slide on all your nights like this?)Buy that boy with a pipeI might",slide
91,"[Verse 1]In the faded light you touch my bodyI can feel your hands on my skinThink you got me right where you want meBut you're just in my way[Pre-Chorus]I came to party on my ownDon't need nobody in my zoneI get down to the beat, I lose controlEh oh, I go so so-lo[Chorus]Boy you can cool it downNot here to fool aroundJust wanna dance, dance, danceDance, dance, danceI know you want meBut I don't care, babyJust want to dance, dance, danceDance, dance, dance[Drop](Dance, dance, dance)Dance, dance, dance(Dance, dance, dance)[Verse 2]In the shade of nightYou're moving closerWe're on our way to cross a lineThink you got me right where you want meBut it's all in your mind[Pre-Chorus]I came to party on my ownDon't need nobody in my zoneI get down to the beat, I lose controlEh oh, I go so so-lo[Chorus]Boy you can cool it downNot here to fool aroundJust wanna dance, dance, danceDance, dance, danceI know you want meBut I don't care, babyJust want to dance, dance, danceDance, dance, dance[Drop](Dance, dance, dance)Dance, dance, dance(Dance, dance, dance)",solo dance
92,"[Intro]I been up all night, no sleepCause I feel like I’m always dreamingAll night, no sleepCause I feel like I’m always dreamingCause I feel like I’m always dreaming[Verse 1]Sometimes I tend to lose myself when I’m out here on my ownI never seem to get it right, but I guess that’s how it goesEver since you came around, can’t nobody hold me downYou showed me how to find myself when I needed it the most[Chorus]I been up all night, no sleepCause I feel like I’m always dreamingAll night, no sleepCause I feel like I’m always dreamingWide awake, that’s okay, as long as I’m with youI’ll be up all night, no sleepCause I feel like I’m always dreamingCause I feel like I’m always dreaming[Verse 2]I’m never gonna find my wayIf I don’t run to that goalThe past is the past, today is todayAnd there’s things I can’t controlThe circles underneath my eyesTell the truth that I've been trying to hideI’ve been waiting for you way too longWon’t you come and take me homeOh I, I’m praying this ain’t all a dreamCan you, you, wake me up before you leave[Chorus]I been up all night, no sleepCause I feel like I’m always dreamingAll night, no sleepCause I feel like I’m always dreamingWide awake, that’s okay, as long as I’m with youI’ll be up all night, no sleepCause I feel like I’m always dreamingWhoa, as long as I'm with youCause I feel like I’m always dreaming",all night
93,"[Verse 1]You must think that I'm stupidYou must think that I'm a foolYou must think that I'm new to thisBut I have seen this all before[Refrain]I'm never gonna let you close to meEven though you mean the most to me'Cause every time I open up, it hurtsSo I'm never gonna get too close to youEven when I mean the most to youIn case you go and leave me in the dirt[Pre-Chorus]But every time you hurt me, the less that I cryAnd every time you leave me, the quicker these tears dryAnd every time you walk out, the less I love youBaby, we don't stand a chance, it's sad but it's true[Chorus]I'm way too good at goodbyes(I'm way too good at goodbyes)I'm way too good at goodbyes(I'm way too good at goodbyes)No way that you'll see me cry(No way that you'll see me cry)I'm way too good at goodbyes(I'm way too good at goodbyes)[Verse 2]I know you're thinkin' I'm heartlessI know you're thinkin' I'm coldI'm just protectin' my innocenceI'm just protectin' my soul[Refrain]I'm never gonna let you close to meEven though you mean the most to me'Cause every time I open up, it hurtsSo I'm never gonna get too close to youEven when I mean the most to youIn case you go and leave me in the dirt[Pre-Chorus]But every time you hurt me, the less that I cryAnd every time you leave me, the quicker these tears dryAnd every time you walk out, the less I love youBaby, we don't stand a chance, it's sad but it's true[Chorus]I'm way too good at goodbyes(I'm way too good at goodbyes)I'm way too good at goodbyes(I'm way too good at goodbyes)No way that you'll see me cry(No way that you'll see me cry)I'm way too good at goodbyes(I'm way too good at goodbyes)[Bridge]NoNo, no, no, no, no(I'm way too good at goodbyes)No, no, no, noNo, no, no(I'm way too good at goodbyes)(No way that you'll see me cry)Ahhh(I'm way too good at goodbyes)[Outro]'Cause every time you hurt me, the less that I cryAnd every time you leave me, the quicker these tears dryAnd every time you walk out, the less I love youBaby, we don't stand a chance, it's sad but it's trueI'm way too good at goodbyes",too good at goodbyes
94,"[Chorus]I just need to get it off my chestYeah, more than you knowYeah, more than you knowYou should know that, baby, you're the bestYeah, more than you knowYeah, more than you know[Verse 1]I saw it coming, from miles awayI better speak up if I got something to say'Cause it ain't over, until she singsYou had your reasons, you had a fewBut you knew that I would go anywhere for you'Cause it ain't over, until she sings[Chorus]I just need to get it off my chestYeah, more than you knowYeah, more than you knowYou should know that, baby, you're the bestYeah, more than you knowYeah, more than you know[Post-Chorus]I just...I just...[Verse 2]Your good intentions are sweet and pureBut they can never tame a fire like yoursNo it ain't over, until she singsRight where you wanted, down on my kneesYou got me begging, pretty baby, set me free'Cause it ain't over, until she sings[Pre-Chorus]Come a little closer, let me taste your smileUntil the morning lightsAin't no going back the way you look tonightI see it in your eyes[Chorus]I just need to get it off my chestYeah, more than you knowYeah, more than you knowYou should know that, baby, you're the bestYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you knowYeah, more than you know[Post-Chorus]I just...[Chorus]I just need to get it off my chestYeah, more than you knowYeah, more than you knowYou should know that, baby, you're the bestYeah, more than you knowYeah, more than you know",more than you know
95,"[Verse 1: Katy Perry]Are we crazy?Living our lives through a lensTrapped in our white picket fenceLike ornamentsSo comfortable, we're living in a bubble, bubbleSo comfortable, we cannot see the trouble, troubleAren't you lonelyUp there in utopiaWhere nothing will ever be enough?Happily numbSo comfortable, we're living in a bubble, bubbleSo comfortable, we cannot see the trouble, trouble[Pre-Chorus: Katy Perry]So put your rose-colored glasses onAnd party on[Chorus: Katy Perry]Turn it up, it's your favorite songDance, dance, dance to the distortionCome on, turn it up, keep it on repeatStumbling around like a wasted zombieYeah, we think we're freeDrink, this one is on meWe're all chained to the rhythmTo the rhythmTo the rhythmTurn it up, it's your favorite songDance, dance, dance to the distortionCome on, turn it up, keep it on repeatStumbling around like a wasted zombieYeah, we think we're freeDrink, this one is on meWe're all chained to the rhythmTo the rhythmTo the rhythm[Verse 2: Katy Perry]Are we tone deaf?Keep sweeping it under the matThought we could do better than thatI hope we canSo comfortable, we're living in a bubble, bubbleSo comfortable, we cannot see the trouble, trouble[Pre-Chorus: Katy Perry]So put your rose-colored glasses onAnd party on[Chorus: Katy Perry]Turn it up, it's your favorite songDance, dance, dance to the distortionCome on, turn it up, keep it on repeatStumbling around like a wasted zombieYeah, we think we're freeDrink, this one is on meWe're all chained to the rhythmTo the rhythmTo the rhythmTurn it up, it's your favorite songDance, dance, dance to the distortionCome on, turn it up, keep it on repeatStumbling around like a wasted zombieYeah, we think we're freeDrink, this one is on meWe're all chained to the rhythmTo the rhythmTo the rhythm[Bridge: Skip Marley]It is my desireBreak down the walls to connect, inspireAy, up in your high place, liarsTime is ticking for the empireThe truth they feed is feebleAs so many times beforeThey greed over the peopleThey stumbling and fumblingAnd we're about to riotThey woke up, they woke up the lions(Woo!)[Chorus: Katy Perry]Turn it up, it's your favorite songDance, dance, dance to the distortionCome on, turn it up, keep it on repeatStumbling around like a wasted zombieYeah, we think we're freeDrink, this one is on meWe're all chained to the rhythmTo the rhythmTo the rhythm[Outro: Katy Perry]Turn it upTurn it upIt goes on, and on, and onIt goes on, and on, and onIt goes on, and on, and on'Cause we're all chained to the rhythm",chained to the rhythm
96,"Letra de ""Escápate Conmigo"" ft. Ozuna[Intro: Wisin, Ozuna]Ozuna, WSerá la magia que tienen tus ojosY esos truquitos para enamorarTú me seduces a tu antojoY de tu hechizo no puedo escaparQué ganas tengo de buscarte (aja)Y de volverte a besar (baby)Por más que traten de alejarteBaby, hoy conmigo tú te vasYo sólo quiero que confíes en mí y seas valiente, bebé[Pre-Coro: Ozuna, (Wisin)]Escápate conmigo esta noche, bebé (aja)Te quiero comer, te va a encantarTú sabes que conmigo siempre la pasas bien (la pasas bien)Te quiero comer, tus labios besar[Coro: Wisin, Ozuna]Bebé, no digas que no (no, no)Si sólo somos tú y yo (yey, yey, yey)Si se te eriza la piel (se te eriza la piel)Cuando entramos en calorBebé, no digas que no (no, no)Si sólo somos tú y yo (yey, yey, yey)Si se te eriza la piel (se te eriza la piel)Cuando entramos en calor (llenos de sudor)Señores, la poderosa[Verso 1: Wisin]Mi supernova, la que una sonrisa me robaTremenda loba, sólo un beso y calienta la alcobaSe me pega y me soba, no se incomodaLa baby es una pantera, yo soy su casanovaEscápate conmigo, donde no haya testigosSi te preguntan, diles que soy tu mejor amigoYo quiero un beso, tú quieres castigoSabes que no te obligoTe deseo, siempre te lo digoMamita, deja la ventana abierta[Pre-coro: Ozuna, (Wisin)]Escápate conmigo esta noche, bebéTe quiero comer, te va a encantarTú sabes que conmigo siempre la pasas bien (la pasas bien)Te quiero comer, tus labios besar(Yo en verdad no sé qué tiene)[Puente: Wisin, Ozuna]Es que yo quiero un poco más (un poco más)De tu rica desnudez (de tu desnudez)Es que el sudor de tu piel (de tu piel)Es el que yo quiero probar (princesa)Es que yo quiero un poco más (un poco más)De tu rica desnudez (de tu desnudez)Es que el sudor de tu piel (yeah)Es el que yo quiero probarBaby, andamos con los poderesOzuna[Verso 2: Ozuna, (Wisin)]Dime que descontrolaY si la llamo, ella me dice que la busque que está solaQue no hay tiempo, pero haciéndolo se demoraSi le fallo, usted tranquilo, porque no se enamoraTranquila, la vida conmigo te la vacilasQue no he visto otra baby de tu ligaEsos besitos que me dan ganasDe amanecer contigo todas las mañanas(Cada madrugada estoy en tu casa)[Pre-coro: Wisin, Ozuna]Escápate conmigo esta noche, bebé (aja)Te quiero comer, te va a encantarTú sabes que conmigo siempre la pasas bienTe quiero comer, tus labios besar[Coro: Wisin, Ozuna]Bebé, no digas que no (no, no)Si sólo somos tú y yo (yey, yey, yey)Si se te eriza la piel (se te eriza la piel)Cuando entramos en calorBebé, no digas que no (no, no)Si sólo somos tú y yo (yey, yey, yey)Si se te eriza la piel (se te eriza la piel)Cuando entramos en calor (llenos de sudor)[Outro]Señoritas, es sencillo: todos los temas para ustedesJunte poderoso:W, Ozuna, Multi Millo RecordsLos LegendariosHyde, El QuímicoGaby MusicOtros niveles musicales",escápate conmigo
97,,escápate conmigo
